23,hebat darimana uruguay berapa kali masuk final juara di tahun baru baru ada pildun dulu sekarang nggak ada apa apanya mampus kalah lagian sedang apa mentri nya bakal ngibarin bendera lgbt kalau prancis menang,Fasa77342812,https://twitter.com/Fasa77342812/status/1605352334573256704,-1
23,lah yang diomongin kan 'sepakbola not their player sepakbola jelas lebih maju eropa negara paling banyak juara pildun saja eropa peringkat 10 besar saja dominasi eropa semua pemain berbakat larinya ke eropa bagaimana,chaeryeohng,https://twitter.com/chaeryeohng/status/1605351975775719425,-1
23,messi sengaja menang pildun biar bisa keluar dari paris 🤔,llhamarians,https://twitter.com/llhamarians/status/1605351517304721408,0
23,bayangin lah sebelumnya 2014 kalah di final iya kerasa banget lah euforianya yang bikin pildun ini spesial iya karena messi di final dan ada juara bertahan,anwartanumyn,https://twitter.com/anwartanumyn/status/1605350758920388608,1
23,nah itu mungkin ngerasa diberi kebebasan sama pihak penyelenggara di sana akhirnya dia berani saja masuk ke lapangan dan foto-foto sama pemain argentina sambil memegang trofi pildun padahal sudah kelihatan bahasa tubuh pemain argentina yang nggak nyaman gitu si saltbae ini nggak peka sama itu,baber168,https://twitter.com/baber168/status/1605350019648737280,-1
23,balik dari pildun hebat lets see in premier league,iiiiyaaaan,https://twitter.com/iiiiyaaaan/status/1605349493859553280,1
23,nggak sekalian bangunin kalau c.ronaldo deh menang pildun🤣,TwitKacangAjaib,https://twitter.com/TwitKacangAjaib/status/1605349286979731457,0
23,lebih tepatnya dia tuh merangkul pemain sepakbola jual makanannya mahal ke pesepakbola terus trofi pildun sakral nggak semua orang bisa pegang masalah utamanya itu sih dia asal masuk seperti sok kenal gitu pegang dan memfoto trofi,UTDwib,https://twitter.com/UTDwib/status/1605349051134009344,-1
23,yah itu andil ronaldo sebelumnya mana ada orang portugal mau main bola jarang makannya lolos pildun saja cuma 3 kali nggak pernah dapat gelar apapun di internasional,thefifthramiel,https://twitter.com/thefifthramiel/status/1605347954608390147,-1
23,itulah yang dirasakan mbappe pas final pildun,suucciii,https://twitter.com/suucciii/status/1605347094927007745,0
23,waktu argentina lolos sampai final wc 2014 rasanya nggak keduga karena kualitas pemain argentina yang biasa saja aku masih inget final saat itu keadaan sahur dan nonton bareng dirumah tetangga alhasil messi gagal bawa pulang pildun tahun itu https t.co/swtdc1u6mv,SPriyanpadma,https://twitter.com/SPriyanpadma/status/1605347077462323200,1
23,ronaldo nggak ada niatan ikut pildun u20 iya kalau juara setidaknya bisa di banggain sama fansnya,MNFD71888445,https://twitter.com/MNFD71888445/status/1605347068452540416,-1
23,aku bakal tahu bakal ada cowo tai kayak gini 🤣🤣🤣 aku nonton bila sudah lama tapi iya ada teman ku yang baru hype pas pildun iya aku kasih lihat siapa-siapa yang ganteng lalu endingnya kamu tuh lahir di adzani bukan dilempar bola kalau nggak salah soalnya nggak begitu jelas ngomongnya,yoonmeowbit,https://twitter.com/yoonmeowbit/status/1605346776382201856,0
23,tibang piala saja diributin piala nggak bernyawa mau dibanting di cium nggak apa-apa asal jangan mengaku saja salt bae sudah juara pildun,DienSyamsudin87,https://twitter.com/DienSyamsudin87/status/1605346602750996480,0
